1,5.742256
2,6.882335
3,6.389652
4,6.791610
5,6.791610
6,6.990422
7,7.141598
8,7.478449
9,7.552089
10,7.680552
11,7.808233
12,7.964613
13,7.992257
14,8.125149
15,8.138599
16,8.282181
17,8.172659
18,8.247651
19,8.263885
20,8.316314
21,8.356739
22,8.367638
23,8.425531
24,8.425531
25,8.440449
26,8.475214
27,8.512055
28,8.533545
29,8.500716
30,8.530857
31,8.532570
32,8.543040
33,8.549975
34,8.559208
35,8.573073
36,8.581150
37,8.580865
38,8.598945
39,8.600718
40,8.594361
41,8.615197
42,8.615197
43,8.615197
44,8.626867
45,8.639678
46,8.647061
47,8.648588
48,8.655996
49,8.662999
50,8.662668
51,8.668531
52,8.680622
53,8.679881
54,8.680908
55,8.689555
56,8.689554
57,8.696013
58,8.694435
59,8.698442
60,8.700253
61,8.703391
62,8.703825
63,8.713795
64,8.714032
65,8.716796
66,8.722648
67,8.724868
68,8.725660
69,8.728477
70,8.730092
71,8.736198
72,8.732460
73,8.734646
74,8.736717
75,8.741795
76,8.736719
77,8.739074
78,8.751877
79,8.749200
80,8.749284
81,8.755192
82,8.763061
83,8.772447
84,8.772439
85,8.778064
86,8.778064
87,8.776227
88,8.776253
89,8.781493
90,8.781493
91,8.781493
92,8.784494
93,8.784494
94,8.786863
95,8.792140
96,8.791036
97,8.793207
98,8.794202
99,8.797957
100,8.798363
101,8.809508
